ra,dec,source_id,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_n_obs,phot_g_mean_mag,g,bp_rp
37.19758875550416,63.31896667338045,514299140873416064,133.60620266780003,2.4828462261765423,1.2502889323954731,0.02832407451330867,2.499368349068578,0.022648327684117755,-4.034189294401724,0.039362276702432066,-0.43260536,0.15347582,-0.21690746,0.30145916,-0.08361783,0.26222497,-0.2725376,-0.07064283,0.20766059,-0.49242654,537,12.94112,12.94112,0.9038639
37.10335065912085,63.3974499313545,514303337065665664,133.53805806068976,2.540383496046362,0.8860618408951687,0.043000782179872306,2.9681941420773343,0.038768758714350586,-4.836242336754724,0.06082166935394073,-0.3539765,0.13226973,-0.20906809,0.29631525,-0.14535283,0.23999414,-0.17382392,0.03833433,0.11510283,-0.39529178,513,16.107548,16.107548,1.4632235
35.73638735433204,63.33859144599234,514332405405157760,132.98594236083747,2.267216542450447,0.841385235509513,0.031236622100387298,2.9655001129966343,0.02760092735140323,-3.5917094693662968,0.04598384027876935,-0.43267685,0.105042,-0.31698918,0.33180678,-0.05219879,0.29937798,-0.29987115,-0.04863014,0.17988545,-0.4979733,502,12.269014,12.269014,1.748641
36.3826646064878,63.46357598254558,514313679346918272,133.21324452239463,2.485791612258348,0.9189597555512324,0.08763451771083614,3.1544798146372552,0.08299858724067746,-3.8325631850063013,0.13337030408470252,-0.5445023,0.08293194,-0.038016323,0.07768152,0.0028349014,0.06894675,-0.092397876,-0.012905389,0.22792129,-0.6482849,416,16.964724,16.964724,1.6236
35.894084994183366,63.028114461697534,514277086224868992,133.1606224399965,2.0007838329453653,0.9608304273373095,0.07398945128572759,2.6402743208024595,0.06526237745613185,-3.5823964899066643,0.11196183948875914,-0.47565636,0.1293789,-0.19984712,0.30064824,-0.14926904,0.27393174,-0.28319642,-0.0888047,0.21894781,-0.5469769,604,17.193993,17.193993,1.6378498
36.7548827905269,63.225075662268914,514294742828325760,133.4547901125239,2.322926497858608,0.9031331599457759,0.12703845399799651,3.7586076539807167,0.12104838667533961,-3.85034483563509,0.19343922427692425,-0.498804,0.06319271,0.0460598,0.0848287,-0.121707335,0.08308431,-0.023346702,-0.21309863,0.2686748,-0.6554332,507,17.849272,17.849272,1.6925316
36.83828509866234,63.47783847507725,514316428125941248,133.39826148370702,2.572122532245638,0.8316162992260128,0.047362023157180445,3.614324772884599,0.04315188164097546,-4.703722675083457,0.06652728170557197,-0.4856471,0.13124128,-0.37252644,0.3092956,-0.051212665,0.28609332,-0.3229856,0.08415584,0.08421655,-0.48861676,475,16.071388,16.071388,1.4790764
36.71822316242199,63.768147940791806,514324949340897408,133.24348031024516,2.8235596571654575,0.9760329163539452,0.05888893224431521,2.982496065408501,0.061033482461619944,-3.941641721755246,0.09436769685225266,-0.39801863,0.1538412,-0.30551237,0.28187418,-0.14294071,0.25638035,-0.3611536,0.01388882,0.1570002,-0.46515357,481,16.801744,16.801744,2.1705885
36.28737995528112,63.03513722832284,514274749762625024,133.3252517589946,2.070011229403564,1.031857421993021,0.019958787983476212,2.9015062175478183,0.01838848201676857,-4.042522270362548,0.03194626908329521,-0.43821353,0.124109454,-0.23206516,0.30348375,0.10451705,0.26367053,-0.20793411,-0.023211349,0.16175601,-0.5843687,533,13.970168,13.970168,1.086443
36.739963439656265,63.40555521659895,514309968495192064,133.3833760024762,2.4888384454261736,0.8526599975993508,0.07656820970953894,3.502970247302975,0.0737021209842325,-3.1624270669504693,0.11056938094740602,-0.43735233,0.13815963,-0.12384633,0.1303935,-0.07416722,0.08872451,-0.05171044,0.044825133,0.15777479,-0.5094523,531,17.245789,17.245789,1.613863
36.7220452501264,63.160658243547296,514270832752314624,133.46421081215692,2.25750239846535,0.6762519818992669,0.07391728670005068,2.4882840195202256,0.06865045251616801,-3.526074064537503,0.11391580348119054,-0.51685995,0.057520956,-0.05658903,0.14063868,-0.061475728,0.11673028,-0.060297005,-0.120824434,0.22920969,-0.6609288,524,16.907204,16.907204,1.6168194
36.372744946162506,63.11461804652514,514281376889784064,133.3332070146495,2.1580353278779953,0.6590766850621789,0.12353672490269338,3.418087051193794,0.1364079929936051,-3.3264915927786993,0.2283804061647663,-0.5698349,0.010303966,-0.19040139,0.29213947,0.05556383,0.31040722,-0.33123887,-0.0037506134,0.05268406,-0.7261115,523,17.882833,17.882833,1.789257
36.97067599937188,63.44522273451699,514304470937225600,133.4652854649998,2.563203294917926,0.7992591482530061,0.08491475084945012,3.1212623647741498,0.07318044098741373,-4.438235995755029,0.11112877347455505,-0.40528604,0.19430523,-0.15978244,0.25706092,-0.13380411,0.2115898,-0.17731558,0.052500207,0.07293177,-0.42664084,470,17.176632,17.176632,1.6921673
36.94704798388713,63.486470858974386,514304780174616320,133.44042323677934,2.597785749865157,0.8044847897607765,0.040901478258794186,3.1840144777647494,0.035999760790055756,-3.407239856487505,0.05438050271881701,-0.40957215,0.16748402,-0.36975282,0.2541151,-0.12361161,0.22515817,-0.26218143,-0.03117153,0.19741622,-0.38690823,499,15.8539505,15.8539505,1.3866882
