ra,dec,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error
73.42981713290804,40.82043852391045,200309994717005568,0.034962106568684426,0.44603421622144235,2.4837192174404334,1.2270322192783611,-3.209277316406615,0.734700612693526,0.048337337,0.26244473,-0.6592313,19.317932,20.007908,18.483456,353.32435241808645,1.3072751812151264,137.21212869125148,7.545700034949298,324.62794636004264,8.75300303109439
73.31742392915855,40.87415280930537,200322467303112960,-0.6731999159986489,0.9040922668160103,0.22045118839325095,2.109991073463718,-4.585429195632503,1.5535052568237495,0.04531104,0.15071099,0.34572738,20.550428,21.261887,19.835033,113.54677988579971,0.9710580452325943,43.23151629542592,8.84068894761844,93.4878065816734,9.894757256733007
73.56347683650552,40.97202811187987,200318241053967872,,,,,,,,,,20.022518,,,184.64575097475128,3.234987488611208,,,,
73.65113804565416,40.91968084075794,200315075662232960,0.6421205840631615,0.8467746047639186,0.5242755179159172,1.7102741903847036,-2.5334535316307356,1.2580581116169862,0.039769076,0.4520315,0.02378804,20.265087,21.31529,19.460964,147.67652594267662,0.9686102989865258,41.156565595016026,6.940106792818462,131.9418330561049,7.023851248498769
73.48531412467074,40.852825736318906,200311334749989632,-0.053299119628981956,0.10608320785604877,0.19398367783965204,0.16522959423211808,-3.0295191574711087,0.13219260440119707,0.22244594,0.49069315,0.12967339,14.776419,15.108183,14.260896,23162.143265949646,10.149055134462525,12510.718123724837,22.50973225068057,15863.892881703414,25.06682893471129
73.43738655194056,40.79081075711491,200309612465266432,0.3226291178788284,0.05910107684933833,2.828295288616757,0.10730869233034905,-2.0278257316262054,0.07945744901980963,0.14400268,0.3518567,0.11260629,16.311438,16.833258,15.626491,5633.411627081995,3.578408816603529,2554.183996195631,21.138958367241656,4509.949634428295,10.811476083667714
73.5688334623233,40.92497958037698,200317824443283584,0.11658316706130104,0.26769491789584043,0.23666268339546123,0.5084285312235137,-2.3423316112684933,0.34829359815901767,0.32541728,0.28167042,-0.123577245,18.70238,19.428032,17.895607,622.86580592916,1.340187304510804,234.0680733332222,7.77790735566338,557.860213968105,18.59674620298347
73.63989343300294,40.82424557986178,200307555177032192,,,,,,,,,,20.025738,20.841358,19.038284,184.09875672373084,1.1112669105396873,63.68125682749111,9.983526819491773,194.7397628498973,5.300516831104692
73.57137015090873,40.76661253830262,200307039780590080,-1.3597571209269963,0.8574491697792068,-3.312447665210146,2.2130054817277363,0.7821242508116644,1.7309669753889452,0.14862208,0.3831977,0.49126682,20.42656,20.919502,19.563826,127.26903378973984,0.9103237757752616,59.25901681061092,7.289966404501952,120.01571751167785,8.060768286588909
73.56111256769009,40.806598803646985,200307349020338560,0.8341415777557144,0.1329099655123405,-13.888107565336608,0.211867696248643,-17.076296549455517,0.1672451243222383,0.18972291,0.46383846,0.03255258,17.580502,18.306883,16.763102,1750.4326032382953,1.6936474525609382,657.3585995148699,5.667008150540104,1583.1684519277194,8.422009516894285
73.39688373219391,40.73214008072161,200309032647607808,1.732971910189905,0.09003969821617314,8.734222972364577,0.15983908071529265,-10.177750211201953,0.11471056927895648,0.18933728,0.34778795,-0.042622875,16.959963,17.92568,15.999143,3099.993450921638,2.5130073231912182,933.8625251901343,11.8336464658516,3199.7134948171433,10.523426019556606
73.494378120976,40.954405986488084,200313018375454976,-1.7749818320048312,1.00181940496422,4.960063062619037,2.980688323496556,-1.845325589334148,1.6627025999688452,-0.086040534,0.1924192,-0.006056582,20.444956,20.58031,19.636026,125.1306713876078,1.0497012198472704,80.98990491451485,12.111431036995358,112.29431822592171,10.7825202791373
73.41460390958538,40.912372354940715,200312636122730752,1.329411794691155,1.0038229976539732,3.461578512915816,2.8048618154946507,-3.2366967380826677,1.5671452896890334,0.5079548,-0.1688163,-0.42303652,20.513111,19.970943,19.280828,117.5172814232835,1.0261202987950309,141.96389469663123,1.4188277385949706,155.75292958522832,15.686358384949845
73.49057080197417,40.97175841222335,200313082799572992,0.5218472155909919,0.21458204631769026,0.5016684590576268,0.38841857477215636,-1.7829178577596432,0.2770729737417209,0.08470328,0.30735695,0.06807051,18.43055,19.095919,17.632736,800.0667945419882,1.7566778876012288,317.8250370410286,8.230655350065069,710.6788931887396,6.707333041595598
73.55724132287017,40.951292731688035,200317927522596224,1.7087850225324654,0.4839592746236468,-2.3005357178628203,1.141301542858058,-0.43679666182399046,0.7384363240859497,-0.062193006,0.4146015,-0.5255008,19.429607,20.029718,18.51799,318.78879417441726,1.3200030927351656,134.48309383024753,23.27467652363343,314.46457062630856,8.383176463171948
73.51975628315917,40.91145137553888,200311880208486528,0.8304625112417603,0.3885248256318203,3.180020677016313,0.9398724173523867,-0.6735246295884318,0.5752536191806649,0.20516095,0.20580226,-0.55003506,19.073294,19.79772,18.276304,442.61748150751913,1.3909656871037677,166.5202133887033,9.455383301067553,392.8673589787399,8.598825229080305
73.37464535879462,40.726475096400236,200285560648169088,0.8720628080228219,0.14255746369943192,2.7691068001984793,0.24456312868577998,-2.485300173442773,0.18061462285532126,0.24303178,0.36466357,0.005514621,17.879717,18.569546,17.090374,1328.8003648490412,1.6619081711493904,516.1035525322987,9.805468449483564,1171.1649594535843,8.777445892370618
73.39643229251136,40.94506662068132,200324455872855552,0.34454197711611867,0.1644919028629484,-2.2935792823362258,0.26950000911832017,-8.391667522512726,0.20647203652390014,0.17009856,0.4340854,0.018358894,17.784288,18.374865,17.027473,1450.878976124579,1.9416410636142882,617.4611409140996,8.80566155413919,1241.0192071101064,10.398007212374829
73.32768132843997,40.84454357116769,200310613193378304,1.7363357726928423,0.9076067611719364,-2.3627772367585145,2.1860633284090722,-4.020634111646429,1.4408260430446407,0.08940489,0.08843946,0.21093197,20.356844,21.05747,19.630804,135.70911674234623,1.0988531067477394,52.18755347714762,10.741278615614712,112.83567907959583,10.871436538522643
73.47107452776486,40.88031329596299,200311643985895424,,,,,,,,,,21.203053,,,62.247995371888216,1.4760292217344522,,,,
73.39295958241406,40.76311011811767,200309234508038144,0.11998459351623712,0.4972476690419146,0.46886661092436577,1.3440913060520048,-1.9761094661067615,0.8145678743583228,0.010391141,0.30262232,-0.61908406,19.54428,20.11281,18.666418,286.8366271331039,1.3330235054078359,124.5750561683938,10.983258084690682,274.2840734571273,8.953094116975798
73.46903193175017,40.86210007427519,200311540908420352,0.27581073607883344,0.029417074176268068,0.4658159419189089,0.051045507909320595,-2.102204256902066,0.03745961994937208,0.12916213,0.31908128,0.13319547,14.34049,14.608971,13.904697,34605.896585505674,9.363717653549678,19813.763772814666,34.01633562343892,22023.630958439175,23.244343532591856
73.30684781785781,40.90148267292749,200322742179934848,,,,,,,,,,19.954884,,,196.5135745440257,1.7227315371130367,,,,
73.4890329277315,40.97262226629527,200313082799573120,0.1094732351618761,0.7577223638493364,1.281653049275532,2.293352336223208,-2.5435296740850095,1.5597574417566853,0.10847568,0.48834723,0.21778022,19.848452,20.673014,18.841246,216.7531649506409,1.0131042888919004,74.36180761703444,7.825324685872918,233.49061855227012,9.101699968475168
73.43652609347323,40.738014280090944,200306142131498112,0.3411318016874021,0.11078201674390059,6.310394397575969,0.20800896329485383,-5.595151120762315,0.1591165178849864,0.26320955,0.39415365,0.16352385,17.385021,17.9682,16.63582,2095.742944018847,2.0112704740455407,897.9974949559238,10.647385967486734,1780.0797883646696,7.589034791924151
73.36366519148456,40.83094884827867,200310368379664384,0.14780347037575667,0.07077310960731951,-0.6125627740110008,0.11632024368561529,0.2799842388942696,0.0871762632937505,0.18546796,0.38334733,0.043685474,16.52714,16.874186,15.937533,4618.390051639553,3.385467704835185,2459.691855703977,11.776164283228017,3386.5264974669367,13.266417485239959
73.3781037569224,40.97744415982747,200324833830100096,-0.7718377249979314,0.7584862852692726,1.5929669657085235,2.9283473975437846,0.3125850554206909,1.4864834261041444,0.19553663,-0.046239424,-0.71910924,19.988642,20.629757,19.213472,190.49755174487848,1.0753195102574726,77.38429052802537,9.484786468043556,165.72158011551016,9.987341687008444
